,player0_position_x,player0_position_y,player0_position_z,player0_position_a,player1_position_x,player1_position_y,player1_position_z,player1_position_a,order0,order1,player0_int_position_x,player0_int_position_z,player0_int_position_a,player1_int_position_x,player1_int_position_z,player1_int_position_a,time
0,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,0
1,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,1
2,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,2
3,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,3
4,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,4
5,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,5
6,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,6
7,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,7
8,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,8
9,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,9
10,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,10
11,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,11
12,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,12
13,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,13
14,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,14
15,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,15
16,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,16
17,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,17
18,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,18
19,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,19
20,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,20
21,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,21
22,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,22
23,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,23
24,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,24
25,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,25
26,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,26
27,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,27
28,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,28
29,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,29
30,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,30
31,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,31
32,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,32
33,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,33
34,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,34
35,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,35
36,15.73,0,8.6,0.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,0,1,6,0,36
37,15.97,0,8.6,76.39,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,1,1,6,0,37
38,16.33,0,8.6,90.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,10,6,1,1,6,0,38
39,16.33,0,8.6,90.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,10,6,1,1,6,0,39
40,16.33,0,8.6,90.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,10,6,1,1,6,0,40
41,16.33,0,8.6,90.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,10,6,1,1,6,0,41
42,16.33,0,8.6,109.1,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,10,6,1,1,6,0,42
43,16.09,0,8.6,185.49,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,43
44,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,44
45,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,45
46,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,46
47,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,47
48,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,48
49,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,49
50,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,50
51,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,51
52,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,52
53,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,53
54,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,54
55,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,55
56,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,56
57,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,57
58,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,58
59,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,59
60,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,60
61,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,61
62,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,62
63,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,63
64,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,64
65,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,65
66,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,66
67,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,67
68,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,68
69,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,69
70,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,70
71,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,71
72,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,72
73,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,73
74,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,74
75,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,75
76,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,76
77,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,77
78,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,78
79,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,79
80,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,80
81,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,81
82,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,82
83,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,83
84,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,84
85,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,85
86,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,86
87,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,87
88,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,88
89,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,89
90,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,90
91,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,91
92,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,92
93,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,93
94,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,94
95,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,95
96,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,96
97,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,97
98,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,98
99,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,99
100,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,100
101,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,101
102,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,102
103,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,103
104,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,104
105,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,105
106,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,106
107,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,107
108,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,108
109,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,109
110,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,110
111,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,111
112,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,112
113,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,113
114,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,114
115,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,115
116,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,116
117,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,117
118,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,118
119,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,119
120,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,120
121,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,121
122,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,122
123,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,123
124,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,124
125,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,125
126,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,126
127,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,127
128,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,128
129,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,129
130,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,130
131,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,131
132,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,132
133,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,133
134,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,134
135,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,135
136,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,136
137,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,137
138,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,138
139,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,139
140,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,140
141,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,141
142,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,142
143,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,143
144,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,144
145,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,145
146,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,146
147,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,147
148,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,148
149,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,149
150,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,150
151,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,151
152,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,152
153,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,153
154,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,154
155,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,155
156,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,156
157,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,157
158,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,158
159,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,159
160,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,160
161,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,161
162,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,162
163,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,163
164,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,164
165,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,165
166,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,166
167,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,167
168,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,168
169,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,169
170,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,170
171,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,171
172,15.73,0,8.6,204.59,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,172
173,15.73,0,8.48,180.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,173
174,15.73,0,8.12,180.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,6,2,1,6,0,174
175,15.73,0,7.76,180.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,5,2,1,6,0,175
176,15.73,0,7.28,180.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,5,2,1,6,0,176
177,15.73,0,6.92,180.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,5,2,1,6,0,177
178,15.73,0,6.56,180.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,4,2,1,6,0,178
179,15.73,0,6.08,180.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,4,2,1,6,0,179
180,15.73,0,5.72,180.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,4,2,1,6,0,180
181,15.73,0,5.24,180.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,3,2,1,6,0,181
182,15.73,0,4.88,180.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,3,2,1,6,0,182
183,15.73,0,4.52,180.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,3,2,1,6,0,183
184,15.73,0,4.16,180.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,2,2,1,6,0,184
185,15.73,0,3.68,180.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,2,2,1,6,0,185
186,15.73,0,3.32,180.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,2,2,1,6,0,186
187,15.73,0,2.96,180.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,1,2,1,6,0,187
188,15.73,0,2.48,180.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,1,2,1,6,0,188
189,15.73,0,2.12,180.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,1,2,1,6,0,189
190,15.73,0,2.2,180.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,1,2,1,6,0,190
191,15.73,0,2.2,180.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,1,2,1,6,0,191
192,15.73,0,2.2,180.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,1,2,1,6,0,192
193,15.73,0,2.2,180.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,1,2,1,6,0,193
194,15.73,0,2.2,180.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,1,2,1,6,0,194
195,15.97,0,2.2,103.61,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,9,1,1,1,6,0,195
196,16.32,0,2.22,90.0,5.8,0,8.6,0.0,Sushi_Fish,Sushi_Fish,10,1,1,1,6,0,196
